X,Y,Z,Red,Green,Blue
412446.02148,4265863.57950,2170.50338,187,191,190
412441.33368,4265862.99234,2169.22696,61,41,30
412445.50577,4265863.44265,2168.94343,133,111,98
412442.33154,4265863.20834,2170.85759,182,187,183
412444.70602,4265863.06618,2172.21864,74,51,43
412440.68750,4265863.19205,2171.41992,159,160,162
412446.50528,4265863.31907,2171.09813,15,9,11
412444.56115,4265863.63127,2170.89283,56,70,73
412445.46001,4265863.52819,2170.03617,119,102,82
412443.40322,4265863.39235,2170.00866,164,170,170
412443.88236,4265863.41519,2169.92442,172,176,175
412444.90503,4265863.46767,2169.44684,49,34,29
412442.52233,4265863.28821,2169.19769,150,149,145
412440.64173,4265863.13564,2169.31385,143,130,122
412442.85211,4265863.31149,2169.03058,43,34,29
412439.48800,4265863.06924,2169.35795,55,44,38
412443.44154,4265863.29796,2168.87995,115,96,81
412441.81054,4265862.99987,2169.00535,148,145,136
412440.94498,4265862.96735,2168.89880,123,119,118
412440.52475,4265863.17122,2171.81946,167,171,174
412444.14939,4265863.40347,2171.33362,131,117,90
412446.46489,4265863.60975,2170.72360,63,66,71
412446.63068,4265863.56139,2169.86833,12,12,12
412445.80277,4265863.54265,2169.71725,42,34,32
412441.25704,4265863.17665,2169.62030,134,117,101
412445.30087,4265863.49525,2169.19001,182,167,148
412443.73603,4265863.43267,2169.19979,135,113,99
412441.63671,4265862.98510,2169.41909,98,45,27
412442.83148,4265863.33713,2169.22563,131,124,118
412441.54565,4265863.00436,2169.12636,106,51,31
412440.77706,4265863.02358,2169.03136,14,13,18
412439.74334,4265863.05959,2170.78005,180,185,188
412440.86876,4265863.00822,2168.93048,10,10,12
412446.33527,4265863.63386,2170.86058,166,175,174
412442.37643,4265863.27934,2170.23888,152,158,158
412445.15707,4265862.36638,2168.90407,100,89,85
412440.65991,4265862.53027,2169.24513,154,133,114
412446.30272,4265863.42905,2169.66509,23,17,17
412445.16063,4265863.51338,2170.40212,70,81,83
412442.05861,4265863.03407,2172.70282,22,17,14
412440.26438,4265862.87432,2172.55612,61,43,41
412441.37304,4265863.33446,2172.23800,172,176,179
412442.32479,4265863.28066,2172.20496,177,178,180
412440.79239,4265863.29201,2171.90959,170,178,180
412445.32933,4265863.51151,2171.23137,49,42,32
412445.49142,4265863.53000,2171.16933,226,235,234
412446.11377,4265863.61702,2170.96254,178,183,186
412440.19546,4265863.20028,2170.74733,32,34,33
412445.30466,4265863.54470,2170.12988,175,176,168
412441.11206,4265863.19131,2170.10994,157,163,163
412446.68353,4265863.70684,2169.96364,116,118,117
412446.35882,4265863.60070,2169.97311,194,199,195
412442.86043,4265863.32248,2169.91006,186,192,190
412445.63331,4265863.51544,2169.60158,50,39,33
412445.63021,4265863.50832,2169.60362,47,34,28
412445.48951,4265863.50804,2169.59137,51,36,29
412445.38405,4265863.50432,2169.56893,69,52,44
412441.35773,4265863.12953,2169.74544,177,164,148
412445.59194,4265863.53900,2169.56200,150,139,133
412445.57904,4265863.51697,2169.55979,172,167,163
412442.80741,4265863.28726,2169.65804,145,126,111
412445.68602,4265863.54736,2169.47395,67,50,40
412445.67229,4265863.52668,2169.46852,114,95,88
412442.22840,4265863.25052,2169.63312,89,79,70
412443.85002,4265863.38261,2169.55825,34,28,28
412445.49987,4265863.53520,2169.43959,133,115,101
412446.49988,4265863.60980,2169.39641,26,20,22
412444.90217,4265863.46373,2169.44331,64,50,41
412443.11687,4265863.32772,2169.50207,150,136,123
412445.10229,4265863.53002,2169.38473,82,60,49
412443.18987,4265863.31622,2169.48776,48,43,39
412445.57644,4265863.52063,2169.33326,71,57,48
412441.61117,4265862.99927,2169.56404,136,126,114
412444.98752,4265863.52370,2169.32444,101,86,79
412441.00976,4265863.18392,2169.53767,109,95,84
412442.10526,4265863.22275,2169.48222,136,117,100
412443.68553,4265863.36976,2169.38105,59,50,45
412441.59745,4265862.97789,2169.50730,146,140,128
412442.89466,4265863.30115,2169.40305,158,145,137
412439.82786,4265863.03270,2169.57574,125,128,119
412441.83261,4265862.99391,2169.45204,150,129,110
412442.83297,4265863.28986,2169.35829,134,118,105
412444.31626,4265863.41933,2169.26219,155,146,139
412443.77588,4265863.38444,2169.26374,54,39,34
412442.13786,4265863.26855,2169.36030,45,35,33
412442.81750,4265863.30861,2169.29880,62,57,54
412441.72402,4265862.93788,2169.38638,90,39,22
412442.08621,4265863.25923,2169.31884,157,152,146
412442.08644,4265863.25980,2169.31940,157,152,146
412442.63715,4265863.28602,2169.26111,137,134,129
412444.90504,4265863.47860,2169.09561,49,38,34
412440.36983,4265863.08105,2169.40829,119,102,92
412444.50588,4265863.42209,2169.11941,150,132,112
412444.50414,4265863.41959,2169.12162,150,132,112
412443.96137,4265863.38461,2169.13682,30,18,18
412444.60790,4265863.46280,2169.08019,77,52,45
412442.88213,4265863.28544,2169.18647,111,93,81
412443.53715,4265863.38356,2169.13394,55,46,41
412443.75035,4265863.36362,2169.11081,152,141,137
412440.57165,4265863.13149,2169.33377,43,37,37
412442.73383,4265863.31272,2169.10986,152,151,146
412444.89236,4265863.47256,2168.97300,81,68,59
412443.02253,4265863.31239,2169.10806,148,129,114
412442.73076,4265863.29125,2169.11464,167,167,157
412445.64041,4265863.50434,2168.89639,165,151,140
412440.50071,4265863.11248,2169.27427,121,95,80
412442.85459,4265863.29512,2169.09257,127,110,100
412442.98740,4265863.31955,2169.07217,65,57,54
412443.42479,4265863.33280,2169.04474,157,132,110
412440.57134,4265863.06741,2169.25298,170,156,143
412443.58791,4265863.36372,2169.00062,111,83,62
412442.25931,4265863.22209,2169.09109,41,30,26
412444.61612,4265863.14814,2168.92375,126,117,110
412442.70682,4265863.28485,2169.03173,41,39,42
412443.74138,4265863.34696,2168.94682,35,20,15
412443.18219,4265863.26872,2168.99261,150,125,105
412443.68609,4265863.06926,2168.91709,17,9,6
412440.71784,4265863.10171,2169.11970,159,152,144
412442.07443,4265863.19650,2168.98115,140,133,127
412442.36178,4265863.25085,2168.94271,101,85,72
412444.00039,4265862.75506,2168.89513,120,103,96
412444.81625,4265862.35132,2168.90272,131,120,114
412443.25571,4265862.65675,2168.95166,114,105,96
412442.53840,4265863.18827,2168.88493,21,13,10
412442.29101,4265862.46288,2168.92108,66,60,38
412440.60956,4265862.99119,2168.92261,20,24,27
412444.39217,4265861.69885,2168.86191,99,86,78
412441.54214,4265863.15843,2168.80371,38,25,17
412443.29054,4265861.80495,2168.93592,43,42,24
412441.25438,4265861.85810,2168.93595,55,57,36
412440.15415,4265861.52970,2168.94743,130,129,124
412444.19882,4265863.41827,2172.33561,44,13,8
412440.44399,4265863.18794,2171.52543,162,170,172
412446.76346,4265863.71694,2171.08158,11,9,12
412443.35147,4265863.38981,2170.70187,196,205,204
412446.46578,4265863.62655,2170.71999,77,80,85
412445.18152,4265863.70562,2170.43156,59,68,73
412446.52368,4265863.61832,2170.19480,94,93,91
412446.26543,4265863.59772,2169.85056,88,87,92
412446.32856,4265863.53299,2169.73600,28,19,20
412445.39136,4265863.48272,2169.65136,171,153,131
412442.04043,4265863.23730,2169.62083,126,103,95
412445.77000,4265863.52803,2169.41553,201,182,165
412445.63103,4265863.52864,2169.40882,146,133,117
412440.62756,4265863.13451,2169.56656,130,119,115
412442.75244,4265863.30010,2169.33973,159,149,140
412440.55523,4265863.12105,2169.42753,141,142,137
412442.35993,4265863.29095,2169.27424,135,137,136
412441.88514,4265862.98051,2169.29743,156,149,133
412446.15233,4265863.55024,2168.89436,125,115,106
412440.67497,4265863.09807,2169.20845,152,132,108
412441.91126,4265863.01625,2169.07161,166,157,142
412440.58681,4265863.12617,2169.13687,162,161,156
412441.27585,4265863.10752,2169.07863,24,23,21
412444.70251,4265862.58358,2168.90699,132,125,119
412442.81213,4265863.31205,2168.87783,33,28,25
412444.43657,4265862.17654,2168.88840,115,102,96
412444.20765,4265862.17471,2168.91213,109,96,90
412441.83943,4265862.98317,2168.88503,61,48,39
412440.40331,4265861.41235,2168.93443,110,106,103
412442.67536,4265863.07285,2172.86700,52,22,14
412440.05418,4265863.19838,2171.48608,168,176,178
412440.53317,4265863.13402,2171.29811,85,66,52
412441.76869,4265863.28163,2170.96756,176,180,179
412444.66921,4265863.54535,2170.74057,46,47,51
412444.56146,4265863.60019,2170.42958,59,70,72
412442.00093,4265863.22625,2169.55766,29,18,14
412444.54011,4265863.41817,2169.03612,126,120,108
412440.95233,4265863.10958,2169.15939,158,145,129
412444.50304,4265861.53670,2168.93791,112,102,92
412442.76337,4265861.60984,2168.96027,45,44,24
412442.75539,4265861.38663,2168.92920,93,88,66
412441.82166,4265863.20285,2172.42112,127,110,90
412440.47283,4265863.19238,2171.62694,135,143,145
412443.42709,4265863.40626,2171.20580,167,171,172
412443.54973,4265863.41084,2170.45997,200,210,211
412445.87043,4265863.54797,2169.59058,155,138,122
412443.10083,4265863.31662,2169.54839,149,137,123
412446.67148,4265863.54783,2169.29600,12,10,13
412442.12894,4265863.25197,2169.52786,128,112,99
412444.76873,4265863.44696,2169.07683,142,131,113
412440.69824,4265863.11908,2169.24721,151,133,109
412444.70589,4265862.96943,2168.91289,128,121,113
412440.95886,4265863.14466,2168.98956,28,27,32
412442.23304,4265861.63984,2168.90504,79,72,54
412440.16146,4265863.19280,2170.81664,134,136,131
412441.18043,4265863.18139,2169.94812,168,174,172
412439.87294,4265863.06048,2169.97880,123,128,132
412442.31882,4265863.26533,2168.89514,23,19,16
412440.08461,4265862.17091,2169.20854,12,22,24
412441.03707,4265863.22966,2170.43995,130,109,88
412440.36350,4265863.12585,2170.36412,150,151,145
412442.20723,4265863.21374,2170.31348,179,187,189
412443.12348,4265863.37272,2170.21547,199,208,207
412443.26726,4265863.37373,2170.07294,162,168,168
412442.18628,4265863.19396,2169.68019,28,22,22
412444.89537,4265863.42457,2168.93958,110,96,85
412443.66783,4265862.47137,2168.89368,102,87,80
412441.04203,4265862.88291,2169.00903,13,11,14
412442.20157,4265863.23793,2169.68038,32,28,27
412444.22608,4265862.84426,2168.90003,154,141,133
412441.47987,4265862.91096,2168.99369,140,128,114
412440.79330,4265862.89533,2168.98366,28,27,33
412444.47315,4265863.57122,2170.39036,38,49,51
412445.90945,4265863.51589,2170.50059,198,208,207
412442.41791,4265863.18951,2171.80336,179,185,185
412442.35206,4265862.90813,2172.97356,95,71,59
412440.70478,4265862.76952,2172.66281,66,51,48
412440.85773,4265862.77280,2172.63673,82,55,44
412440.94221,4265863.11976,2172.66393,46,15,12
412442.19423,4265863.29684,2172.52619,10,8,11
412441.97683,4265863.26906,2171.15743,75,74,79
412444.70629,4265863.52890,2170.65128,32,33,35
412444.87312,4265863.53044,2170.36831,23,31,33
412442.92687,4265863.27798,2169.75253,167,154,137
412445.48281,4265863.48945,2169.59349,66,48,36
412443.93895,4265863.39159,2169.59641,61,47,44
412445.25686,4265863.46531,2169.50061,154,136,116
412445.54539,4265863.51613,2169.49029,66,45,42
412443.63892,4265863.37394,2169.57935,64,55,48
412443.50313,4265863.34304,2169.57345,153,125,101
412442.64276,4265863.26021,2169.58241,84,70,59
412443.73078,4265863.38903,2169.52001,76,59,49
412445.30438,4265863.49811,2169.43009,64,47,40
412441.10866,4265863.15098,2169.63981,112,98,89
412445.71932,4265863.52545,2169.35989,69,56,47
412443.31981,4265863.33871,2169.50206,63,53,51
412446.20775,4265863.54800,2169.32592,39,31,29
412441.40919,4265863.04883,2169.59117,180,167,151
412444.14164,4265863.45444,2169.39444,108,89,82
412445.13412,4265863.48218,2169.33269,166,165,160
412444.38204,4265863.42780,2169.35015,186,174,160
412441.23793,4265863.21635,2169.53375,48,35,29
412442.39678,4265863.27937,2169.45949,42,38,35
412442.34313,4265863.27034,2169.44712,124,121,116
412445.72609,4265863.53305,2169.21084,175,164,158
412446.25615,4265863.52125,2169.17546,30,24,24
412445.78526,4265863.51431,2169.17804,53,40,34
412441.57275,4265862.98427,2169.46053,43,20,14
412444.89220,4265863.46355,2169.20634,152,151,146
412445.45839,4265863.49392,2169.15298,78,56,43
412441.07856,4265863.15437,2169.43909,119,96,78
412441.63413,4265863.01271,2169.41630,103,48,28
412442.90553,4265863.32701,2169.28224,57,46,40
412442.84297,4265863.30842,2169.25333,145,136,131
412441.88044,4265863.02254,2169.34859,40,27,21
412442.53141,4265863.30099,2169.25132,62,53,48
412444.45573,4265863.42076,2169.05467,73,57,44
412444.45150,4265863.40971,2169.05567,62,44,34
412445.04247,4265863.49015,2169.00765,130,120,111
412443.92550,4265863.38164,2169.08917,162,155,145
412444.72959,4265863.42759,2169.01884,156,143,126
412444.95856,4265863.43724,2168.98706,95,75,64
412441.04484,4265863.16500,2169.27945,96,69,62
412440.42098,4265863.15396,2169.31308,48,35,29
412443.28060,4265863.34363,2169.08406,61,51,41
412442.19292,4265863.26466,2169.13658,60,51,42
412445.74087,4265862.84376,2168.96060,152,148,137
412440.54437,4265863.16978,2169.15276,55,40,33
412440.86226,4265863.17154,2169.13637,161,140,121
412442.68245,4265863.28967,2168.95962,120,103,95
412443.29398,4265863.27205,2168.86791,30,19,13
412442.15576,4265863.27390,2168.93516,30,20,19
412445.05988,4265862.31076,2168.86882,108,95,87
412441.92425,4265863.06532,2168.88045,157,157,145
412440.81758,4265862.65811,2168.89449,143,142,140
412441.85781,4265863.18734,2172.93113,47,33,30
412440.61999,4265862.75399,2172.61780,64,45,39
412445.50418,4265863.12541,2171.95818,59,41,39
412444.90181,4265863.45856,2169.44524,70,53,46
412445.61265,4265863.50095,2169.42034,175,157,137
412445.87817,4265863.51081,2169.33114,60,43,36
412441.38470,4265863.09553,2169.54670,47,36,30
412441.98091,4265863.12649,2169.35380,16,7,8
412442.20453,4265863.26539,2169.33278,136,137,132
412441.91586,4265863.12083,2169.27277,156,149,133
412440.30627,4265863.14532,2169.31816,137,125,109
412441.41196,4265863.00673,2169.23061,114,114,114
412443.56638,4265863.38773,2168.93308,34,15,9
412444.87756,4265862.81917,2168.91062,109,100,95
412443.33701,4265862.67154,2168.95232,118,105,97
412442.06377,4265863.27460,2168.91434,39,31,28
412441.02382,4265862.97805,2168.89893,95,90,86
412443.01697,4265863.21235,2172.68465,51,16,10
412441.77143,4265863.23625,2172.48463,39,32,26
412442.27647,4265863.33473,2172.30774,131,117,90
412445.10877,4265863.64758,2170.89066,54,68,69
412444.58971,4265863.60897,2170.42600,55,69,70
412444.53443,4265863.42729,2169.40597,182,164,144
412445.66677,4265863.51969,2169.25657,133,119,110
412442.67694,4265863.30378,2169.41340,147,140,132
412444.79471,4265863.45059,2169.26902,154,135,118
412442.23398,4265863.27259,2169.37929,64,59,56
412442.43925,4265863.30325,2169.26967,55,44,38
412441.97862,4265862.81868,2173.04111,85,62,54
412441.21991,4265863.13155,2172.13261,175,180,183
412444.23242,4265863.48521,2171.08974,191,192,184
412443.26826,4265863.37253,2170.61336,182,188,186
412441.15504,4265863.18063,2170.43906,179,185,183
412440.72384,4265863.17196,2170.00752,165,171,171
412445.56716,4265863.52863,2169.05539,168,149,132
412443.87019,4265862.44286,2169.12080,111,76,74
412442.77097,4265863.29501,2168.89947,41,30,28
412442.87665,4265862.67253,2168.91117,46,50,33
412441.95267,4265863.19535,2172.93947,45,34,28
412445.17947,4265863.59988,2170.58091,28,29,34
412444.77473,4265863.45683,2169.07554,142,131,113
412445.12916,4265863.45501,2168.92750,110,90,83
412440.69458,4265863.15544,2169.23999,148,127,108
412441.22455,4265863.21966,2169.04835,129,103,86
412441.31965,4265863.09054,2168.90207,26,22,21
412444.65323,4265863.53360,2170.58806,42,43,47
412444.80991,4265863.43235,2170.13945,177,182,175
412441.68198,4265863.12494,2169.58733,191,172,155
412441.90281,4265863.16742,2168.94967,122,119,110
412442.45387,4265862.19255,2168.73702,84,79,59
412441.81507,4265863.12590,2169.54270,163,154,139
412443.78772,4265862.98569,2168.96018,42,21,18
412441.05794,4265863.01319,2168.97311,13,11,14
412441.50176,4265863.03124,2168.96485,140,128,114
412441.61787,4265863.12535,2172.67165,58,52,52
412442.31849,4265863.35619,2170.04150,146,152,152
412440.72894,4265863.15702,2169.65816,29,27,28
412443.41465,4265863.46436,2169.61264,155,132,116
412440.95841,4265862.37890,2168.83913,127,123,120
412441.24196,4265863.17120,2170.88059,182,188,188
412444.74549,4265863.57368,2170.64869,53,53,51
412445.92661,4265863.54175,2170.47635,175,181,181
412442.18216,4265863.32022,2172.77613,12,7,11
412445.33812,4265863.51974,2171.23439,46,36,27
412445.35230,4265863.45831,2171.18342,136,120,97
412444.43266,4265863.37230,2169.73082,32,22,20
412445.09415,4265863.48836,2169.64635,62,47,40
412444.63582,4265863.43273,2169.65804,37,33,32
412445.27456,4265863.49641,2169.59747,183,173,163
412443.87356,4265863.37289,2169.63103,141,132,123
412445.81714,4265863.51599,2169.54963,162,149,133
412443.93909,4265863.39285,2169.59634,61,47,44
412442.55112,4265863.26443,2169.64430,126,116,107
412445.48328,4265863.50467,2169.53263,166,165,160
412442.29517,4265863.22083,2169.63481,134,116,102
412443.20042,4265863.32759,2169.57758,62,45,37
412444.27951,4265863.42586,2169.51766,78,59,53
412442.88838,4265863.31759,2169.56621,120,107,101
412445.60326,4265863.51741,2169.46094,179,171,160
412443.41126,4265863.34026,2169.54067,55,38,31
412443.00075,4265863.31868,2169.54550,73,60,54
412444.72355,4265863.43232,2169.45869,49,40,35
412443.98348,4265863.39789,2169.44728,161,158,153
412442.34675,4265863.25449,2169.49844,50,42,39
412445.99690,4265863.53295,2169.30530,180,176,167
412443.90778,4265863.39961,2169.36238,61,50,48
412445.87271,4265863.53171,2169.27594,193,186,180
412445.37157,4265863.47088,2169.26455,146,137,130
412442.13714,4265863.26432,2169.40436,115,97,83
412443.78240,4265863.36591,2169.31371,162,143,129
412445.29630,4265863.49365,2169.22931,187,180,170
412444.46294,4265863.41964,2169.26672,179,175,166
412444.24461,4265863.41898,2169.26402,67,50,42
412443.19055,4265863.31668,2169.29708,144,128,112
412443.90264,4265863.39971,2169.25792,63,56,48
412441.91224,4265863.05582,2169.38856,171,167,156
412444.17772,4265863.40062,2169.19898,102,80,69
412445.27477,4265863.47515,2169.14626,178,161,141
412446.14132,4265863.54567,2169.10257,70,56,47
412446.29940,4265863.55128,2169.09974,106,101,97
412443.27571,4265863.34054,2169.24530,186,177,168
412444.99118,4265863.50641,2169.14425,106,84,70
412445.13252,4265863.46388,2169.13402,75,56,42
412442.73750,4265863.30916,2169.25284,58,48,46
412443.28320,4265863.32774,2169.19657,128,98,74
412445.35602,4265863.49944,2169.07483,170,171,163
412441.42469,4265862.99812,2169.32159,112,114,113
412443.80456,4265863.40212,2169.12755,72,62,52
412443.28645,4265863.33314,2169.14306,153,126,99
412444.33226,4265863.41933,2169.06404,152,145,137
412442.50066,4265863.25849,2169.15432,103,86,79
412445.21068,4265863.44418,2168.96848,115,85,61
412445.35604,4265863.47955,2168.95484,73,45,31
412443.16215,4265863.34759,2169.07601,146,146,138
412445.35945,4265863.40980,2168.91850,145,131,122
412443.76539,4265863.37062,2168.99838,153,135,115
412443.34083,4265863.33041,2168.98851,145,115,91
412442.20674,4265863.25378,2169.03206,98,82,69
412442.74677,4265863.26899,2168.99841,127,112,105
412443.45940,4265863.35462,2168.93778,61,32,24
412442.09193,4265863.26003,2168.97399,142,138,129
412442.00448,4265863.24930,2168.96182,140,130,121
412443.69303,4265863.10999,2168.90817,17,9,6
412442.42554,4265863.37356,2168.90835,99,83,70
412444.01706,4265862.14854,2168.91044,78,69,64
412442.03503,4265863.19874,2171.17037,169,173,174
412444.61466,4265863.63660,2170.42157,68,88,86
412444.45856,4265863.42788,2169.61157,173,156,140
412446.26224,4265863.55254,2169.23517,36,32,33
412445.72565,4265863.53335,2169.20874,175,164,158
412441.79139,4265863.02511,2169.36512,117,52,22
412442.00194,4265863.25438,2169.27050,135,119,103
412442.17204,4265863.24188,2169.24474,86,87,81
412445.87942,4265863.52932,2168.96766,96,61,39
412444.04760,4265863.00361,2169.08324,38,10,7
412444.51183,4265863.41956,2168.93967,65,50,45
412445.53697,4265862.88249,2168.93907,141,132,123
412445.65051,4265862.63455,2168.91493,112,97,90
412444.55243,4265862.82719,2168.89368,136,123,115
412442.40134,4265863.24893,2168.89184,22,17,14
412442.56478,4265863.25688,2168.87614,23,15,13
412442.56196,4265863.27267,2168.87143,20,12,9
412443.34227,4265862.64210,2168.90909,62,61,43
412442.67437,4265863.29271,2169.49776,65,58,52
412444.87706,4265863.48122,2169.36914,142,128,117
412441.97777,4265863.09421,2169.35662,18,12,14
412442.35651,4265863.30299,2169.26117,124,123,119
412441.84246,4265863.05792,2169.24306,97,48,31
412442.77946,4265863.29679,2169.01552,122,102,93
412442.91917,4265863.30489,2168.89871,46,37,30
412444.06324,4265862.91275,2168.92103,59,31,27
412441.23586,4265863.22452,2168.89627,128,131,124
412441.92828,4265863.12570,2168.87656,156,160,145
412445.15454,4265863.46953,2169.22629,168,142,117
412446.32140,4265863.56350,2169.50393,46,40,42
412444.72621,4265863.42577,2168.94301,99,79,72
412443.54675,4265863.42183,2170.45774,200,210,211
412441.33676,4265863.11161,2169.28808,30,21,22
412442.16975,4265863.22401,2169.20331,88,88,80
412446.14865,4265863.17131,2168.87982,132,123,116
412443.00507,4265861.76220,2168.94860,110,104,78
412443.40521,4265863.42405,2171.01804,182,188,188
412441.58358,4265863.27836,2169.23003,93,45,25
412443.74864,4265863.44607,2170.19565,176,184,186
412443.76864,4265863.50871,2170.20989,198,207,206
412444.09763,4265863.49174,2172.39840,48,15,8
412445.32504,4265863.50701,2171.23085,49,42,32
412444.19271,4265863.44648,2170.88764,129,109,84
412444.19218,4265863.44581,2170.68426,140,121,91
412444.24147,4265863.46011,2170.60670,186,186,178
412446.46838,4265863.66644,2170.20060,199,205,201
412444.93259,4265863.45586,2170.09123,148,126,102
412446.28873,4265863.59310,2169.96385,91,92,94
412446.61006,4265863.66986,2169.84034,126,128,125
412445.32514,4265863.49340,2169.60894,53,44,39
412444.79754,4265863.43488,2169.61218,154,146,127
412445.70119,4265863.53600,2169.53638,177,169,156
412444.76552,4265863.45016,2169.57308,63,50,44
412445.01447,4265863.47012,2169.51673,141,133,122
412444.98849,4265863.41929,2169.45610,57,43,40
412444.99558,4265863.44531,2169.45509,71,62,55
412442.93860,4265863.28172,2169.55132,123,104,97
412442.40330,4265863.26781,2169.56262,89,76,67
412443.40589,4265863.34191,2169.49959,148,144,141
412443.61633,4265863.34260,2169.47796,157,141,125
412446.16758,4265863.54403,2169.29570,138,130,119
412443.17611,4265863.33106,2169.44579,148,144,141
412445.91817,4265863.54023,2169.28971,63,50,44
412443.28353,4265863.34780,2169.42552,170,174,173
412444.54800,4265863.39504,2169.36440,179,164,145
412443.10098,4265863.33028,2169.40681,168,169,164
412443.90784,4265863.40087,2169.36227,61,50,48
412446.14446,4265863.55575,2169.24442,103,87,74
412445.10265,4265863.47237,2169.28533,136,112,88
412444.61375,4265863.44303,2169.29461,175,156,142
412443.98389,4265863.39852,2169.31770,62,43,37
412443.33377,4265863.36033,2169.34832,49,38,34
412446.16870,4265863.53037,2169.20113,154,141,124
412443.50959,4265863.36083,2169.32755,164,157,151
412444.70081,4265863.40326,2169.26166,85,68,58
412444.46237,4265863.41975,2169.26657,179,175,166
412444.75420,4265863.41385,2169.24158,155,133,112
412446.29788,4265863.54638,2169.15018,24,18,18
412445.68079,4265863.51131,2169.16086,68,47,42
412443.90242,4265863.38397,2169.26008,63,56,48
412445.88765,4265863.53134,2169.10670,90,68,57
412443.91740,4265863.36855,2169.22180,144,140,131
412444.17935,4265863.40185,2169.19887,88,68,59
412445.43532,4265863.50671,2169.11285,177,167,158
412445.55301,4265863.51150,2169.10237,177,171,159
412445.99510,4265863.53219,2169.05797,154,141,124
412445.99697,4265863.53357,2169.05752,158,146,130
412443.52444,4265863.34787,2169.19251,150,146,137
412442.76983,4265863.29502,2169.22229,141,143,140
412444.46838,4265863.39569,2169.10880,162,142,118
412444.55011,4265863.43191,2169.06131,168,165,158
412442.09767,4265863.22439,2169.21904,131,118,102
412442.77196,4265863.27973,2169.15392,81,70,64
412443.64183,4265863.36897,2169.09428,160,157,152
412445.06422,4265863.46824,2168.95324,66,40,25
412445.37665,4265863.44901,2168.90141,166,150,137
412442.17978,4265863.23587,2169.10850,141,139,127
412442.82080,4265863.27942,2169.01087,141,124,114
412442.55854,4265863.21651,2169.02295,97,80,73
412443.34781,4265863.32348,2168.94220,75,48,37
412441.99070,4265863.23868,2169.01675,58,44,41
412444.56001,4265862.84037,2168.94141,118,101,94
412442.18512,4265863.24458,2168.98177,117,99,87
412443.08965,4265863.34657,2168.90645,46,31,24
412442.02255,4265863.23632,2168.97833,136,133,128
412442.16664,4265863.27179,2168.93856,33,23,21
412443.19721,4265863.39242,2168.83272,104,92,76
412445.41949,4265863.44074,2169.78617,202,196,182
412445.14931,4265863.44879,2169.69399,136,119,103
412446.48139,4265863.59471,2169.39452,28,22,22
412442.03471,4265863.27424,2169.55249,24,12,12
412444.50058,4265863.44423,2169.29790,96,79,71
412444.51088,4265863.43243,2169.30202,105,91,78
412444.39332,4265863.42158,2169.27079,55,41,32
412442.01585,4265863.28152,2169.33566,20,10,8
412443.23489,4265863.32538,2169.15174,135,113,90
412443.75696,4265863.37663,2169.10677,164,157,147
412441.97276,4265863.26619,2169.21282,55,48,42
412444.71364,4265863.38011,2169.02571,175,160,141
412443.19642,4265863.30326,2168.98533,156,136,112
412445.51488,4265862.83432,2168.94567,141,132,123
412442.56717,4265863.56233,2168.80516,35,31,30
412445.46092,4265861.66195,2168.96323,112,98,87
412443.11688,4265861.16487,2169.00095,50,47,32
412445.25213,4265863.63879,2170.45891,33,34,36
412444.41506,4265863.57552,2170.42497,62,76,77
412443.97784,4265863.42604,2169.98806,174,184,183
412443.56130,4265863.32815,2168.94880,42,19,11
412442.58603,4265863.25422,2168.94733,117,94,86
412444.06399,4265861.48211,2168.97231,99,85,76
412443.39771,4265863.42527,2170.01663,171,177,177
412445.32442,4265863.52998,2169.52264,131,112,95
412444.72707,4265863.42058,2168.94217,135,117,105
412442.77404,4265863.28966,2168.90903,50,36,33
412443.08272,4265863.34899,2168.99746,164,155,140
412442.32728,4265863.24222,2168.90272,21,15,17
412444.36668,4265861.98934,2168.92134,121,104,94
412444.16255,4265861.18228,2168.98666,100,87,79
412444.76248,4265863.42587,2169.07811,167,152,131
412443.40337,4265863.34128,2169.06826,154,132,109
412444.79467,4265863.48884,2170.72556,189,194,188
412444.04528,4265863.38183,2169.50420,144,135,120
412446.92097,4265864.15904,2170.84463,55,58,63
412446.53426,4265863.48403,2169.12661,15,13,14
412443.77731,4265863.47946,2170.21089,185,194,193
412445.74002,4265863.51954,2168.99992,145,123,100
412442.00179,4265863.64617,2173.03412,37,23,20
412446.65309,4265863.65337,2171.37690,24,10,9
412444.38486,4265863.45921,2170.90068,66,77,79
412444.20008,4265863.46325,2170.81743,124,104,79
412445.69127,4265863.55940,2170.19194,194,200,198
412444.54032,4265863.41914,2170.08787,142,128,101
412446.03679,4265863.54841,2169.67032,39,31,28
412445.02177,4265863.44528,2169.68637,183,173,161
412446.21627,4265863.56339,2169.55229,34,28,28
412443.88623,4265863.38851,2169.58621,140,126,113
412444.31268,4265863.40826,2169.56136,167,145,134
412444.01588,4265863.40092,2169.56570,160,156,147
412444.52081,4265863.40988,2169.55271,174,160,149
412442.70064,4265863.27493,2169.59089,131,123,112
412444.93601,4265863.44034,2169.48882,172,147,127
412442.54172,4265863.23602,2169.57591,118,104,91
412443.00070,4265863.31379,2169.54180,74,60,57
412445.99681,4265863.53972,2169.41014,161,140,121
412443.53330,4265863.35969,2169.48020,151,146,143
412445.36284,4265863.49949,2169.41470,184,181,174
412442.90697,4265863.33519,2169.49787,55,46,47
412444.16110,4265863.39579,2169.45272,142,119,103
